model,K,profile_id,trait,mean_trait_score,median_trait_score,within_model_standardized_score,within_model_mean_percentile
qwen,4,Q04_A,conscientious,0.27436738685046796,0.2885866458708228,-1.3211754204639483,15.366391184573002
qwen,4,Q04_A,constructivist,0.2106460321861894,0.2095318353611482,0.07775422059947314,50.35261707988981
qwen,4,Q04_A,contemporary,0.03468059833607666,0.0327320948073786,0.5023125006362547,62.52892561983471
qwen,4,Q04_A,contrarian,0.13798049336117757,0.1365535336715738,1.5646349127273191,89.69146005509641
qwen,4,Q04_A,convergent,-0.35185857919370206,-0.35447753271408,-0.11676574531360044,47.49862258953169
qwen,4,Q04_A,cosmopolitan,0.18106019388576655,0.1801870136885323,-1.1990904588047129,17.823691460055098
qwen,4,Q04_A,creative,0.2940449066055421,0.2917204827307954,0.998673727034259,78.05509641873276
qwen,4,Q04_A,critical,0.2302739509106228,0.2252147295375632,1.3152264482822231,83.60881542699725
qwen,4,Q04_A,cruel,-0.22741418509902178,-0.2313252631487088,1.81089933804655,91.65289256198346
qwen,4,Q04_A,cryptic,0.012866106810103401,0.0069824689464476,0.35807657634879325,66.13223140495866
qwen,4,Q04_A,curious,0.41723494148593443,0.4171456651930131,0.25076914249395155,57.19559228650137
qwen,4,Q04_A,cynical,0.04251152060467808,0.0481997149961217,1.746288958863836,91.42148760330579
qwen,4,Q04_A,data_driven,-0.04895520871748555,-0.056362522159448,-0.30823772139201094,42.74931129476584
qwen,4,Q04_A,decisive,-0.1689319508066017,-0.1729499760861582,0.7501191589186704,72.78787878787878
qwen,4,Q04_A,deconstructionist,0.294315261803076,0.28387109808354,1.1353069218749152,81.03030303030303
qwen,4,Q04_A,deferential,-0.2332266600663953,-0.2351221880530647,-1.54003896511166,11.531680440771352
qwen,4,Q04_A,deontological,-0.09280468135900051,-0.0945511622726032,-0.280275188312994,44.11570247933884
qwen,4,Q04_A,descriptive,-0.04303146874360809,-0.0453320652326831,-1.3030897486726267,13.603305785123968
qwen,4,Q04_A,detached,0.009793243837819378,0.0058383006894024,-0.49022132208317565,34.925619834710744
qwen,4,Q04_A,deterministic,-0.05230914363135146,-0.0503314957002968,0.23176105365611802,59.88429752066114
qwen,4,Q04_A,diplomatic,0.1373379942714502,0.1382463723210309,-1.7073649191239282,8.964187327823693
qwen,4,Q04_A,disorganized,-0.010606798982327276,-0.0148201752046263,1.3451167230746695,84.72176308539945
qwen,4,Q04_A,dispassionate,-0.0193844283458311,-0.0262443163285514,-0.7344827928981731,28.303030303030305
qwen,4,Q04_A,divergent,0.5601191856147417,0.563177923881409,0.7712302501495633,70.39669421487604
qwen,4,Q04_A,dogmatic,-0.16854524854428132,-0.1706747569489638,0.8994625031865966,77.5922865013774
qwen,4,Q04_A,dominant,0.04796829185811343,0.0470088631505494,1.3267395024847264,86.34159779614326
qwen,4,Q04_A,dramatic,0.09582119540285178,0.0986598807127988,0.8101037132447555,73.69146005509641
qwen,4,Q04_A,earnest,0.3842627598599752,0.3885818952434575,-1.8470981460151275,9.283746556473833
qwen,4,Q04_A,eclectic,0.34038362214905415,0.3381781067657849,0.50315612588943,65.0082644628099
qwen,4,Q04_A,edgy,-0.14202800072497956,-0.1404738200183499,1.70198327848499,90.31955922865015
qwen,4,Q04_A,educational,0.5274908444867631,0.5308614439602286,-0.6928658786394647,29.20661157024794
qwen,4,Q04_A,efficient,-0.6255079108044277,-0.6256195699957257,0.5773543702909677,67.88429752066115
qwen,4,Q04_A,effusive,-0.06569408367168374,-0.0659652308821796,1.110935225403109,79.86225895316802
qwen,4,Q04_A,egalitarian,0.073354241110596,0.0719568444675233,-0.03747313964694771,49.647382920110196
qwen,4,Q04_A,elitist,0.12335481973051904,0.1320168886029439,0.6231662343494911,70.96969696969697
qwen,4,Q04_A,eloquent,0.2661609571087345,0.2715566543498314,0.03038710831089927,55.34435261707989
qwen,4,Q04_A,emotional,0.07141712485629402,0.081743000574806,0.5896916516807367,67.19008264462809
qwen,4,Q04_A,empathetic,0.026830005465812257,0.0292860409829327,0.20144958687206949,57.3168044077135
qwen,4,Q04_A,enigmatic,-0.02488122554793365,-0.0314040556808787,0.4354590667774141,66.12121212121212
qwen,4,Q04_A,entertaining,-0.039636526103190406,-0.0354146648392085,1.3498555469251459,83.88429752066116
qwen,4,Q04_A,environmental,0.04533778381687599,0.0393692990935317,-0.5962268733441227,32.42424242424243
qwen,4,Q04_A,epicurean,0.15526471187384963,0.1531364473674652,0.13455162316220315,57.53719008264464
qwen,4,Q04_A,erudite,0.2776507350630067,0.2807743506803117,-0.4317692315534102,34.04407713498623
qwen,4,Q04_A,esoteric,0.01508778861902448,0.01611487069506,0.22231308962223303,56.876033057851245
qwen,4,Q04_A,essentialist,-0.06402438483979248,-0.0623194934712898,-0.10476200024560728,48.798898071625345
qwen,4,Q04_A,ethereal,-0.06138711870599745,-0.0659430412654453,0.16451616758252766,59.96143250688706
qwen,4,Q04_A,evil,-0.1409264189246457,-0.1466428735354498,1.6304178240187537,90.06611570247935
qwen,4,Q04_A,existentialist,-0.051612291290463665,-0.0512523286653258,0.8091037352125201,74.3305785123967
qwen,4,Q04_A,experiential,0.039808104222933564,0.0390039274903887,0.9662974088260192,77.98898071625347
qwen,4,Q04_A,exploratory,0.5532166316569971,0.5568895964802638,0.20194446106930417,54.76033057851239
qwen,4,Q04_A,extroverted,-0.09140858030322542,-0.0833467781793754,1.292260474650367,83.53168044077137
qwen,4,Q04_A,factual,0.08890789094798493,0.0818595681881508,-0.9349294434089914,23.157024793388427
qwen,4,Q04_A,fatalistic,-0.10651609597034573,-0.1049810820624018,0.15384620455884893,62.80440771349862
qwen,4,Q04_A,flexible,0.0644590708671061,0.0625715038636789,-0.6530318023767312,28.468319559228643
qwen,4,Q04_A,flippant,-0.4178708811276202,-0.4288652109792416,1.6004846252284592,87.90633608815428
qwen,4,Q04_A,flirty,-0.16302996271684497,-0.1549524331230225,1.0479457269212886,78.81542699724521
qwen,4,Q04_A,forgiving,-0.03037253024955993,-0.0367509675355121,-0.862064184470239,24.005509641873278
qwen,4,Q04_A,formal,0.12938157153406624,0.1294757655090662,-1.191019126379235,16.79889807162534
qwen,4,Q04_A,formalist,0.11463953044791864,0.1084379136668638,-0.7167771447607574,28.22589531680441
qwen,4,Q04_A,fundamentalist,-0.3283546872663842,-0.3315746731989686,0.064228795972484,57.449035812672165
qwen,4,Q04_A,futuristic,0.28664952883583844,0.287536355739485,0.9738139605102235,77.94490358126723
qwen,4,Q04_A,generalist,0.49188585509525184,0.4930482420036126,0.33910285243523963,59.47658402203857
qwen,4,Q04_A,generous,0.5956716968662523,0.5987798347175999,-0.46922469869007954,35.47658402203857
qwen,4,Q04_A,goofy,-0.2363914497202864,-0.2392899132295474,1.4563536536633794,85.32782369146005
qwen,4,Q04_A,grandiose,0.12231680820643896,0.1156621326298407,0.7037784820434313,72.36914600550963
qwen,4,Q04_A,gregarious,0.013857694405004471,0.0161022753711689,0.6409770797626372,69.17355371900825
qwen,4,Q04_A,grounded,-0.17911677661607153,-0.1785552181729969,0.1315251520902694,50.45179063360881
qwen,4,Q04_A,hedonistic,-0.1975418702403764,-0.18916335497463,1.2512795210040277,82.28650137741046
qwen,4,Q04_A,historical,0.1375418346061599,0.1351109251108285,0.6228014461199834,68.84297520661158
qwen,4,Q04_A,holistic,0.41959758433795763,0.4196877596287348,-0.09249704573475767,46.33057851239669
qwen,4,Q04_A,hostile,-0.2579454094806347,-0.2583604973325714,1.8564803211031937,91.71900826446283
qwen,4,Q04_A,humanistic,0.09177870970169702,0.0966282457108483,-0.5152326744159565,35.035812672176306
qwen,4,Q04_A,humble,-0.025017264041584657,-0.0302920394813777,-0.11549155114130717,46.95867768595042
qwen,4,Q04_A,iconoclastic,0.08648544265373453,0.085475576541066,1.6691869191024438,90.3526170798898
qwen,4,Q04_A,idealistic,0.03667341954727884,0.0335026152380732,-0.7076478446549775,29.11845730027548
qwen,4,Q04_A,impatient,-0.43755814905631957,-0.4402604753836768,1.578837620071432,88.93112947658402
qwen,4,Q04_A,improvisational,-0.01568761344794173,-0.0076113111332739,0.8340541836157018,74.24242424242425
qwen,4,Q04_A,impulsive,-0.43362071688328646,-0.430416652938119,1.290316253832214,84.75482093663913
qwen,4,Q04_A,inclusive,0.1747560582022486,0.1746918848714516,-0.3028186440673527,41.107438016528924
qwen,4,Q04_A,independent,0.07196252524086583,0.0729476942511652,0.2873385302879191,59.1349862258953
qwen,4,Q04_A,individualistic,0.050070912331274635,0.0537491435484778,1.238953838351663,85.0082644628099
qwen,4,Q04_A,innovative,0.14960386832672395,0.1489179577931566,1.4303499930231611,88.13774104683195
qwen,4,Q04_A,inquisitive,0.11836296072044582,0.1186245476709922,0.5584408443351422,68.2258953168044
qwen,4,Q04_A,inspirational,0.10866673957300792,0.1064499753330656,-1.6016680704005575,11.05785123966942
qwen,4,Q04_A,interdisciplinary,0.4208655420510713,0.4235327537143964,0.9147996882766881,76.46831955922866
qwen,4,Q04_A,introspective,0.4818483808266114,0.4812080160668937,0.6509542666510879,68.79889807162533
qwen,4,Q04_A,introverted,0.17556396787172937,0.1845474777783395,-1.1152166654734417,19.123966942148755
qwen,4,Q04_A,intuitive,0.11143882076269483,0.1137121135104087,0.3933068801391343,59.079889807162516
qwen,4,Q04_A,ironic,-0.24707880912852298,-0.2525564424379407,1.5938965979118278,88.40220385674934
qwen,4,Q04_A,irreverent,-0.2712454546526989,-0.2740406525831556,1.6488381437706348,88.67768595041322
qwen,4,Q04_A,judgmental,-0.13721148655815132,-0.1407660932965249,1.8433817150649152,92.02754820936639
qwen,4,Q04_A,libertarian,-0.06587792669016344,-0.0640163121685942,0.8918313655675911,76.3030303030303
qwen,4,Q04_A,literal,-0.36731001906387695,-0.368198052947297,-0.7157009436161768,29.570247933884296
qwen,4,Q04_A,manic,-0.11572534025652055,-0.1195344214001949,1.4235300327751563,85.70247933884298
qwen,4,Q04_A,manipulative,-0.09323251725870463,-0.088692714431266,1.3853261950440443,86.9586776859504
qwen,4,Q04_A,materialist,-0.18872052409588405,-0.188429927483932,0.11824609383665763,55.06887052341597
qwen,4,Q04_A,meditative,0.14983473383589815,0.150959354051241,-1.3959669963967833,10.859504132231404
qwen,4,Q04_A,melancholic,0.03689051738666721,0.0353641138219976,0.7939840232634273,75.45454545454547
qwen,4,Q04_A,melodramatic,0.03197763743537837,0.0278232127273557,0.8220976955504935,74.51790633608816
qwen,4,Q04_A,mercurial,-0.09099420277820383,-0.0916195369787061,1.343921349369263,84.49035812672176
qwen,4,Q04_A,metaphorical,0.18655130986855165,0.1877023459149853,0.5556705254410439,66.99173553719011
qwen,4,Q04_A,methodical,0.18596389761420948,0.1815852940328087,-0.9827019964511956,22.45179063360882
qwen,4,Q04_A,meticulous,0.4234152675473543,0.427898319695966,-0.9424274204606324,21.801652892561982
qwen,4,Q04_A,militant,-0.05200072123921531,-0.0487926342080124,1.5675258589064387,89.52617079889806
qwen,4,Q04_A,misanthropic,-0.15872062773877327,-0.1606183624823277,1.447839248740971,87.60881542699723
qwen,4,Q04_A,mischievous,-0.1721782622582423,-0.1837521720585232,1.438048801269068,85.37190082644629
qwen,4,Q04_A,moderate,0.13591698688914491,0.1354855249929708,-1.5085961438049151,11.046831955922864
qwen,4,Q04_A,mystical,-0.03795654109555213,-0.0391333770837884,0.014259014311392504,53.81267217630853
qwen,4,Q04_A,naive,-0.24575163230278343,-0.2553718646558928,-0.272233431428673,41.94490358126722
qwen,4,Q04_A,narrative,0.12160054721690447,0.1213428581940175,0.7623533523586667,71.68595041322315
qwen,4,Q04_A,neurotic,-0.18309707162055114,-0.1861113941677588,1.3235849732145863,84.7548209366391
qwen,4,Q04_A,nihilistic,-0.06748159288905377,-0.0733360427167993,0.8931191496437618,77.21763085399448
qwen,4,Q04_A,nonchalant,-0.3959517780502037,-0.4111304918154232,1.612299471322856,88.51239669421486
qwen,4,Q04_A,nostalgic,-0.052321426902752564,-0.0638395690237297,0.13602057416972524,58.154269972451786
qwen,4,Q04_A,nurturing,0.22566012720495338,0.2228606309407928,-1.4183050997956814,12.22589531680441
qwen,4,Q04_A,obsessive,0.16446453685086188,0.1633340917739551,1.141625048091404,82.44077134986225
qwen,4,Q04_A,open_ended,0.17251199909219175,0.1729583698206552,-0.5554974506663857,33.22865013774104
qwen,4,Q04_A,optimistic,-0.10133430476800552,-0.1077494143109503,-0.9794314114716719,22.62809917355372
qwen,4,Q04_A,pacifist,-0.06904784887787324,-0.0770388523126426,-0.4991935571516401,35.98347107438017
qwen,4,Q04_A,paradoxical,0.18173310660813977,0.1833856792626904,0.45273479046480897,64.96418732782367
qwen,4,Q04_A,paranoid,0.15258187745474047,0.1565029409404776,1.3818766077229945,85.55922865013775
qwen,4,Q04_A,passionate,0.035843176521356254,0.0421528092727779,1.2053790549887708,83.01377410468316
qwen,4,Q04_A,passive_aggressive,-0.28595147067714755,-0.3017293458080201,1.5787295289705827,88.02754820936639
qwen,4,Q04_A,patient,0.40713721541211234,0.4137387537750531,-1.6834194575032808,10.352617079889809
qwen,4,Q04_A,pedantic,0.23424746040479838,0.232437978237789,-0.2048767695296752,41.01928374655648
qwen,4,Q04_A,pensive,0.54705853197427,0.558087054921078,-1.1861782897058002,16.73278236914601
qwen,4,Q04_A,perfectionist,0.39619983453139535,0.3990588770177585,-0.7303553964515589,26.41873278236914
qwen,4,Q04_A,pessimistic,0.05424290120297062,0.0590980798681672,1.4747750608026413,87.93939393939392
qwen,4,Q04_A,petty,-0.09924735190744814,-0.1070864867926972,1.567721724466996,88.21487603305783
qwen,4,Q04_A,philosophical,0.3218452189897861,0.3143156558404302,0.19860002108151723,58.980716253443525
qwen,4,Q04_A,playful,-0.10035337069427559,-0.0968164629497071,1.2218429291937125,81.65840220385674
qwen,4,Q04_A,pluralist,0.13104459798918022,0.1307517487652865,-1.3527957733219513,13.922865013774102
qwen,4,Q04_A,poetic,-0.02287537485000844,-0.0301232703330206,0.43169400218529597,65.81267217630852
qwen,4,Q04_A,practical,-0.1964122212114822,-0.1942208635248177,0.6850489139349282,70.25344352617078
qwen,4,Q04_A,prescriptive,-0.10612339214697424,-0.1053883928155197,0.5245102815900522,66.39669421487605
qwen,4,Q04_A,principled,0.01043278014578535,0.0143542617462037,-1.1704732822778843,17.81267217630854
qwen,4,Q04_A,proactive,0.5316476653473693,0.534915591961014,0.4357191037997303,62.56198347107438
qwen,4,Q04_A,problem_solving,0.3170878577001437,0.3162294925598227,0.4367525881197524,62.39669421487604
qwen,4,Q04_A,progressive,0.07828294966031159,0.0750811288216866,1.3738587026636444,85.15151515151514
qwen,4,Q04_A,provocative,0.1624555927058472,0.1582010408993942,1.3693441578605239,86.59504132231406
qwen,4,Q04_A,qualitative,0.2473258236614684,0.2534875815890536,0.17267642372585715,52.92011019283746
qwen,4,Q04_A,quantitative,-0.04031293266820654,-0.0410131547360762,0.07569786011358808,53.43801652892561
qwen,4,Q04_A,radical,0.03702851170559841,0.026600812558693,1.2608646657213658,83.74104683195593
qwen,4,Q04_A,rationalist,0.01386678654222979,0.0088044619685515,-0.23376892207097713,44.28099173553719
qwen,4,Q04_A,reactive,-0.3700981387707669,-0.3670341025075563,1.0239620054849379,79.1349862258953
qwen,4,Q04_A,rebellious,0.09710700911297039,0.1012445382740507,1.512988863774839,88.831955922865
qwen,4,Q04_A,reductionist,-0.17746506808231138,-0.1749964072547643,0.3280696615492259,59.67493112947659
qwen,4,Q04_A,regulatory,-0.06568307847260323,-0.0693925534357393,-1.0702805990172677,18.738292011019283
qwen,4,Q04_A,relativist,0.13155098579487917,0.1306827315635313,0.3752352767016071,61.18457300275481
qwen,4,Q04_A,reserved,-0.08595418943995899,-0.0839017678940756,-0.9513116801234839,22.89256198347107
qwen,4,Q04_A,resilient,0.2504262870624168,0.2511527405454379,-1.2373860104848418,16.96418732782369
qwen,4,Q04_A,reverent,0.09553439760646275,0.0955761062378578,-1.544083649969823,10.506887052341597
qwen,4,Q04_A,rhetorical,0.1617816705070064,0.1646195209206154,0.7526324966141132,72.21487603305785
qwen,4,Q04_A,risk_taking,0.10675810162036742,0.1040145702011363,1.3001046452248572,86.78236914600552
qwen,4,Q04_A,ritualistic,0.14488412314114346,0.1502425953925752,-1.1608131061346936,16.898071625344354
qwen,4,Q04_A,romantic,-0.04278511495906981,-0.0419157875814869,0.2517114720024276,59.509641873278234
qwen,4,Q04_A,sarcastic,-0.3007834264980308,-0.3042797662158444,1.7188106763670474,90.22038567493112
qwen,4,Q04_A,sardonic,-0.2625797328579944,-0.26622612939328,1.7718572396008756,90.53994490358127
qwen,4,Q04_A,sassy,-0.17199745347992487,-0.1734313359906992,1.8017051206958246,90.84848484848483
qwen,4,Q04_A,savage,-0.22078931032682148,-0.2234243297026285,1.8448862002170527,92.0495867768595
qwen,4,Q04_A,secular,0.17219657889300424,0.1728768504215695,0.13879540473334537,50.0771349862259
qwen,4,Q04_A,serene,0.09624936099878621,0.0986928513841672,-1.8432239053179658,8.137741046831959
qwen,4,Q04_A,serious,0.1477244542314182,0.1431609781699276,-1.3176233127640244,15.399449035812669
qwen,4,Q04_A,skeptical,0.17598320058115688,0.1735128408694738,0.8803987489765849,74.74931129476583
qwen,4,Q04_A,socratic,-0.1487551495297457,-0.1448058919382907,0.1969865173372475,56.12672176308541
qwen,4,Q04_A,solemn,0.20317203657156124,0.2013695340905426,-1.4719837953757753,13.063360881542701
qwen,4,Q04_A,specialized,0.21492480562149158,0.2131657556407472,0.08764045958289718,50.82644628099173
qwen,4,Q04_A,speculative,0.4038698999225652,0.4050661421348051,0.990781835152235,78.70523415977961
qwen,4,Q04_A,spiritual,-0.007459040345894002,-0.0091300055242643,-0.12026272564845603,50.96969696969696
qwen,4,Q04_A,spontaneous,-0.015517276143345315,-0.0149341123028482,1.0888981771537423,80.15977961432507
qwen,4,Q04_A,stoic,0.055138756058873035,0.0571421163236146,-0.9442725020307009,22.484848484848488
qwen,4,Q04_A,strategic,0.4452273321564921,0.4476534457568097,-0.8137792487900462,25.338842975206617
qwen,4,Q04_A,stream_of_consciousness,0.16129242459216633,0.1667668772750264,1.1103054231685807,80.89807162534436
qwen,4,Q04_A,structuralist,0.24961934867962723,0.2426618404348954,-0.4453980974111039,35.92837465564739
qwen,4,Q04_A,submissive,-0.31896020816955445,-0.3204508995680269,-0.4844074975141679,35.47658402203856
qwen,4,Q04_A,subversive,0.0018394764862531693,-0.0010101220241299,1.3751113479580477,86.9586776859504
qwen,4,Q04_A,supportive,0.28499717414681947,0.2830788471359949,-1.6156630458644288,10.429752066115702
qwen,4,Q04_A,sycophantic,-0.20773770290691176,-0.2073136679873326,0.6598212793584969,68.50137741046834
qwen,4,Q04_A,systems_thinker,0.3597453905801915,0.3587120245550544,0.05660596142699195,51.002754820936644
qwen,4,Q04_A,tactful,0.11661867528403175,0.1152750743028151,-1.9093905386888044,7.663911845730027
qwen,4,Q04_A,technical,0.22858019662789134,0.2261311432162803,-0.25551005124230974,40.12672176308539
qwen,4,Q04_A,temperamental,-0.15084966439066655,-0.1538585768651664,1.3862700623139486,85.2396694214876
qwen,4,Q04_A,theatrical,0.09161341456595634,0.0890442232706906,0.7661835956623314,73.28374655647383
qwen,4,Q04_A,theoretical,0.18751752848625575,0.18815561613939,-0.5183095103586538,33.76859504132232
qwen,4,Q04_A,traditional,-0.10154753597170021,-0.0969561283960721,-1.563110459831854,12.027548209366392
qwen,4,Q04_A,transparent,0.2805847026402405,0.2795999295473365,-0.4525185546578754,35.212121212121204
qwen,4,Q04_A,understated,-0.3482116260647844,-0.3463007239349603,-0.9059143522639695,23.9504132231405
qwen,4,Q04_A,universalist,-0.1260852788142179,-0.127698573326855,0.43999212872871,66.94765840220384
qwen,4,Q04_A,urgent,-0.19870407563256492,-0.1955494008904456,1.7978364866473824,91.17906336088154
qwen,4,Q04_A,utilitarian,0.1362253026420061,0.138573352873205,0.09473474101258482,50.81542699724517
qwen,4,Q04_A,verbose,0.6492805723434509,0.6505666150202479,0.16346226819980367,55.068870523415974
qwen,4,Q04_A,vindictive,0.07023830135378725,0.0758007983165501,1.0632080816901137,80.87603305785126
qwen,4,Q04_A,visceral,-0.1798703788068385,-0.1719416047249192,1.1974697434070987,82.65013774104683
qwen,4,Q04_A,whimsical,-0.09454548967306972,-0.0906385631365227,1.048161686138851,77.93388429752065
qwen,4,Q04_A,witty,-0.05828849963448755,-0.0562542969202738,1.5437843983863866,87.14600550964187
qwen,4,Q04_A,wry,-0.20725468304408406,-0.2106286378186743,1.84374086866161,91.20110192837467
qwen,4,Q04_A,zealous,-0.017184117678313657,-0.0140652254112785,1.0123707375941342,78.65013774104683
qwen,4,Q04_B,absolutist,-0.0868147864610579,-0.0921341748766659,-0.4374221728042593,37.85110952040083
qwen,4,Q04_B,abstract,0.21140352261637665,0.2063169627666837,0.04386081341284886,50.369362920544035
qwen,4,Q04_B,accessible,0.09263666536838476,0.0944836744691255,-0.45208018043033044,37.307086614173215
qwen,4,Q04_B,accommodating,0.013170964338355576,0.011920668630911,-0.43977052497152375,37.948460987831076
qwen,4,Q04_B,acerbic,-0.3958646118574755,-0.3966767732201121,-0.6383534348172757,30.217609162491055
qwen,4,Q04_B,adaptable,0.1729012926839045,0.1755649785097847,-0.18975333787575288,44.94058697208305
qwen,4,Q04_B,adventurous,-0.11156675133711334,-0.1158214737933072,-0.8613137605331027,24.91195418754473
qwen,4,Q04_B,agreeable,0.2613157916761588,0.2630311859781274,0.5803097845805261,67.28847530422335
qwen,4,Q04_B,altruistic,0.09322218190992235,0.0929274313159473,0.08347193899009904,50.3493199713672
qwen,4,Q04_B,analytical,0.46500603343903957,0.4678535783162181,0.9055191866722999,75.98711524695779
qwen,4,Q04_B,animated,-0.05023870797390476,-0.053126018278191,-0.8366992298929808,24.651395848246242
qwen,4,Q04_B,anthropocentric,-0.07210379039940634,-0.0702792651320732,0.37267803533117677,61.748031496063
qwen,4,Q04_B,anxious,-0.2367057573167749,-0.2390751647668828,-0.7164689036912307,26.7244094488189
qwen,4,Q04_B,arrogant,-0.2155766924038371,-0.217874750620318,-0.6763902053619711,29.991410164638502
qwen,4,Q04_B,artistic,0.04874019775051556,0.0459909986509553,-0.8712786066471764,24.820329277022186
qwen,4,Q04_B,ascetic,-0.021909735613377564,-0.0252285325775415,-0.2873278355657787,43.64638511095204
qwen,4,Q04_B,assertive,-0.18545241600274312,-0.187366039377499,-0.7448197751781872,27.83249821045095
qwen,4,Q04_B,avoidant,-0.41187954969826424,-0.4121738150493889,0.6241037807976215,68.82032927702217
qwen,4,Q04_B,benevolent,0.16320338492369432,0.1612350089724624,-0.04359469932903866,48.631352899069434
qwen,4,Q04_B,big_picture,0.2572375130827177,0.2552330229461338,-0.034836998513733675,47.57193987115245
qwen,4,Q04_B,bitter,-0.3866353008809224,-0.3895560451335931,-0.8216224418387169,24.992125984251974
qwen,4,Q04_B,blunt,-0.18219212037498916,-0.1836095345654958,-0.15902709006252472,47.04795991410166
qwen,4,Q04_B,bombastic,-0.002753512624052864,-0.0053699844847016,-0.5465164960777903,34.92197566213313
qwen,4,Q04_B,calculating,0.4191873116619578,0.4221682010633689,0.8311829639943957,76.1159627773801
